"BSA Member ID","First Name","Middle Name","Last Name","Advancement Type","Advancement","Version","Date Completed","Approved","Awarded"
1234567890,"Elijah","","Smith","Bobcat Rank Requirement","5",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bobcat Rank Requirement","6",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bobcat Rank Requirement","7",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bobcat Rank Requirement","8",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bobcat Rank Requirement","1",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bobcat Rank Requirement","2",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bobcat Rank Requirement","3",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bobcat Rank Requirement","4",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bobcat Rank Requirement","5",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bobcat Rank Requirement","6",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bobcat Rank Requirement","7",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","3Fa",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","3Fb",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1F",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","2F",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","4F",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","5F",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1D",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","2D",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","3D",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","4D",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","5D",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1G",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","2G",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","3G",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","4G",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","5G",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1c",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1d",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1e",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1f",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","2a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","3a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","3b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1b",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1c",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1d",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1e",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","1f",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","2a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","3",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","4a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tiger Rank Requirement","4b",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1c",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1d",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1e",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1f",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","2a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","3a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","3b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1b",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1c",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1d",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1e",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","1f",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","2a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","3",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","4a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Wolf Rank Requirement","4b",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1c",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1d",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1e",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1f",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","2a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","3a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","3b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1c",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1d",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1e",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1f",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","2a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","3a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","3b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1b",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1c",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1d",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1e",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","1f",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","2a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","3",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","4a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Bear Rank Requirement","4b",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","1",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","3",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","4",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","5",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","6",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","7a",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","7b",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","7c",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","8a",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","8b",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","8c",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","8d",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","8e[1]",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","8e[2]",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","8e[3]",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","8e[4]",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","8e[5]",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","8e[6]",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","1",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2c",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2d",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2e",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","3a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","3b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","4a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","4b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","1",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2c",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2d",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2e",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","3a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","4a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","4b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","1",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2b",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2c",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2d",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","2e",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","3a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","4",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","5a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Webelos Rank Requirement","5b",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","1",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2a",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2b",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2c",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2d",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2e",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3a",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3b",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3c",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3d",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3e",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3f",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3g",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3h",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","4a",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","4b",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","5",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","6",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","7",2010,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","1",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2c",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2d",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3c",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","4a",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","4b",2015,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","1",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2c",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2d",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","4a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","4b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","1",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2b",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2c",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","2d",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","3a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","4",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","5a",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Arrow of Light Rank Requirement","5b",2019,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","1",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","2",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","3",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","4",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","5",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","6",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","7",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","8",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","9",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","10",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","1a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","1b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","1c",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","1d",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","1e",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","1f",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","2a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","2b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","2c",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","2d",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","3a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","3b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","4a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","4b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","5",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","6a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","6b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Scout Rank Requirement","7",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","1",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","2",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","3",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","4a",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","4b",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","4c",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","5",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","6",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","7",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","8",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","9",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","10a",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","10b",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","11",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","12a",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","12b",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","13",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","14",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","15",2012,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","1a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","1b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","1c",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","2a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","2b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","2c",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","3a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","3b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","3c",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","3d",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","4a",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","4b",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","4c",2016,"1/1/2017",0,
1234567890,"Elijah","","Smith","Tenderfoot Rank Requirement","4d",2016,"1/1/2017",0,
